Year,Reporter,Reporter Code,Partner,Partner Code,Commodity Code,Export,Import,World Exports,World Imports,Reporter_std,Partner_std,RTA_Name,Date of Entry into Force (G),Original signatories,Coverage,RTA Composition,Signatory1,Signatory2,Signatory1_std,Signatory2_std,Agreement Year,Total Partner Trade,Total World Trade,Agreement_Index,key,country,date,GDP,country_std,key_un
2014.0,Australia,36.0,Malaysia,458.0,TOTAL,5431981957.0,10036755884.0,240445000000.0,227544000000.0,Australia,Malaysia,Malaysia - Australia,2013-01-01,Australia; Malaysia,Goods & Services,Bilateral,Australia,Malaysia,Australia,Malaysia,2013.0,15468737841.0,467989000000.0,1.0,Australia-Malaysia,Australia,2014,1467545212521.8,Australia,Australia-Malaysia
2014.0,Australia,36.0,Rep. of Korea,410.0,TOTAL,17891713796.0,10614475071.0,240445000000.0,227544000000.0,Australia,South Korea,"Korea, Republic of - Australia",2014-12-12,"Australia; Korea, Republic of",Goods & Services,Bilateral,Australia,"Korea, Republic of",Australia,South Korea,2014.0,28506188867.0,467989000000.0,0.0,Australia-South Korea,Australia,2014,1467545212521.8,Australia,Australia-Rep. of Korea
2014.0,Australia,36.0,Singapore,702.0,TOTAL,7609098937.0,11396038066.0,240445000000.0,227544000000.0,Australia,Singapore,Singapore - Australia,2003-07-28,Australia; Singapore,Goods & Services,Bilateral,Australia,Singapore,Australia,Singapore,2003.0,19005137003.0,467989000000.0,11.0,Australia-Singapore,Australia,2014,1467545212521.8,Australia,Australia-Singapore
2014.0,Australia,36.0,Thailand,764.0,TOTAL,4637086023.0,9844415982.0,240445000000.0,227544000000.0,Australia,Thailand,Thailand - Australia,2005-01-01,Australia; Thailand,Goods & Services,Bilateral,Australia,Thailand,Australia,Thailand,2005.0,14481502005.0,467989000000.0,9.0,Australia-Thailand,Australia,2014,1467545212521.8,Australia,Australia-Thailand
2014.0,Australia,36.0,USA,842.0,TOTAL,9943289722.0,24148859083.0,240445000000.0,227544000000.0,Australia,United States,United States - Australia,2005-01-01,Australia; United States of America,Goods & Services,Bilateral,Australia,United States of America,Australia,United States,2005.0,34092148805.0,467989000000.0,9.0,Australia-United States,Australia,2014,1467545212521.8,Australia,Australia-USA
2014.0,Bahrain,48.0,USA,842.0,TOTAL,912271885.0,950579028.0,23745958554.0,20073673075.0,Bahrain,United States,United States - Bahrain,2006-08-01,"Bahrain, Kingdom of; United States of America",Goods & Services,Bilateral,"Bahrain, Kingdom of",United States of America,Bahrain,United States,2006.0,1862850913.0,43819631629.0,8.0,Bahrain-United States,Bahrain,2014,33387712765.9574,Bahrain,Bahrain-USA
2014.0,Belarus,112.0,Ukraine,804.0,TOTAL,4056812200.0,1778752700.0,36080536800.0,40502359800.0,Belarus,Ukraine,Ukraine - Belarus,2006-11-11,Belarus; Ukraine,Goods,Bilateral,Belarus,Ukraine,Belarus,Ukraine,2006.0,5835564900.0,76582896600.0,8.0,Belarus-Ukraine,Belarus,2014,78813839984.3506,Belarus,Belarus-Ukraine
2014.0,Bolivia (Plurinational State of),68.0,Mexico,484.0,TOTAL,43880899.0,303026615.0,13034220241.0,10674099376.0,Bolivia,Mexico,"Mexico - Bolivia, Plurinational State of ",2010-06-07,"Bolivia, Plurinational State of; Mexico",Goods,Bilateral,"Bolivia, Plurinational State of",Mexico,Bolivia,Mexico,2010.0,346907514.0,23708319617.0,4.0,Bolivia-Mexico,Bolivia,2014,32996188017.3661,Bolivia,Bolivia (Plurinational State of)-Mexico
2014.0,Bosnia Herzegovina,70.0,Albania,8.0,TOTAL,30463797.0,5296264.0,5892102201.0,10990420322.0,Bosnia and Herzegovina,Albania,Albania - Bosnia and Herzegovina,2004-12-01,Albania; Bosnia and Herzegovina,Goods,Bilateral,Bosnia and Herzegovina,Albania,Bosnia and Herzegovina,Albania,2004.0,35760061.0,16882522523.0,10.0,Bosnia and Herzegovina-Albania,Bosnia and Herzegovina,2014,18558343304.8433,Bosnia and Herzegovina,Bosnia Herzegovina-Albania
2014.0,Bosnia Herzegovina,70.0,Bulgaria,100.0,TOTAL,49620201.0,56350825.0,5892102201.0,10990420322.0,Bosnia and Herzegovina,Bulgaria,Bulgaria - Bosnia and Herzegovina,2004-12-01,Bosnia and Herzegovina; Bulgaria,Goods,Bilateral,Bosnia and Herzegovina,Bulgaria,Bosnia and Herzegovina,Bulgaria,2004.0,105971026.0,16882522523.0,10.0,Bosnia and Herzegovina-Bulgaria,Bosnia and Herzegovina,2014,18558343304.8433,Bosnia and Herzegovina,Bosnia Herzegovina-Bulgaria
2014.0,Bosnia Herzegovina,70.0,Croatia,191.0,TOTAL,647141446.0,1256394722.0,5892102201.0,10990420322.0,Bosnia and Herzegovina,Croatia,Croatia - Bosnia and Herzegovina,2001-01-01,Bosnia and Herzegovina; Croatia,Goods,Bilateral,Bosnia and Herzegovina,Croatia,Bosnia and Herzegovina,Croatia,2001.0,1903536168.0,16882522523.0,13.0,Bosnia and Herzegovina-Croatia,Bosnia and Herzegovina,2014,18558343304.8433,Bosnia and Herzegovina,Bosnia Herzegovina-Croatia
2014.0,Bosnia Herzegovina,70.0,North Macedonia,807.0,TOTAL,63701292.0,96861504.0,5892102201.0,10990420322.0,Bosnia and Herzegovina,North Macedonia,North Macedonia - Bosnia and Herzegovina,2002-07-15,Bosnia and Herzegovina; North Macedonia,Goods,Bilateral,Bosnia and Herzegovina,North Macedonia,Bosnia and Herzegovina,North Macedonia,2002.0,160562796.0,16882522523.0,12.0,Bosnia and Herzegovina-North Macedonia,Bosnia and Herzegovina,2014,18558343304.8433,Bosnia and Herzegovina,Bosnia Herzegovina-North Macedonia
2014.0,Bosnia Herzegovina,70.0,Rep. of Moldova,498.0,TOTAL,2077478.0,2117731.0,5892102201.0,10990420322.0,Bosnia and Herzegovina,Moldova,Moldova - Bosnia and Herzegovina,2004-05-01,"Bosnia and Herzegovina; Moldova, Republic of",Goods,Bilateral,Bosnia and Herzegovina,"Moldova, Republic of",Bosnia and Herzegovina,Moldova,2004.0,4195209.0,16882522523.0,10.0,Bosnia and Herzegovina-Moldova,Bosnia and Herzegovina,2014,18558343304.8433,Bosnia and Herzegovina,Bosnia Herzegovina-Rep. of Moldova
2014.0,Bosnia Herzegovina,70.0,Romania,642.0,TOTAL,78581725.0,147866269.0,5892102201.0,10990420322.0,Bosnia and Herzegovina,Romania,Romania - Bosnia and Herzegovina,2003-10-24,Bosnia and Herzegovina; Romania,Goods,Bilateral,Bosnia and Herzegovina,Romania,Bosnia and Herzegovina,Romania,2003.0,226447994.0,16882522523.0,11.0,Bosnia and Herzegovina-Romania,Bosnia and Herzegovina,2014,18558343304.8433,Bosnia and Herzegovina,Bosnia Herzegovina-Romania
2014.0,Bosnia Herzegovina,70.0,Slovenia,705.0,TOTAL,473450918.0,517826821.0,5892102201.0,10990420322.0,Bosnia and Herzegovina,Slovenia,Slovenia - Bosnia and Herzegovina,2002-01-01,Bosnia and Herzegovina; Slovenia,Goods,Bilateral,Bosnia and Herzegovina,Slovenia,Bosnia and Herzegovina,Slovenia,2002.0,991277739.0,16882522523.0,12.0,Bosnia and Herzegovina-Slovenia,Bosnia and Herzegovina,2014,18558343304.8433,Bosnia and Herzegovina,Bosnia Herzegovina-Slovenia
2014.0,Bosnia Herzegovina,70.0,Turkey,792.0,TOTAL,155531543.0,394848780.0,5892102201.0,10990420322.0,Bosnia and Herzegovina,Türkiye,Türkiye - Bosnia and Herzegovina,2003-07-01,Bosnia and Herzegovina; Türkiye,Goods,Bilateral,Bosnia and Herzegovina,Türkiye,Bosnia and Herzegovina,Türkiye,2003.0,550380323.0,16882522523.0,11.0,Bosnia and Herzegovina-Türkiye,Bosnia and Herzegovina,2014,18558343304.8433,Bosnia and Herzegovina,Bosnia Herzegovina-Turkey
2014.0,Brazil,76.0,Mexico,484.0,TOTAL,3668564938.0,5575416907.0,220921000000.0,240763000000.0,Brazil,Mexico,Brazil - Mexico ,2003-05-02,Brazil; Mexico,Goods,Bilateral,Brazil,Mexico,Brazil,Mexico,2003.0,9243981845.0,461684000000.0,11.0,Brazil-Mexico,Brazil,2014,2455993625159.37,Brazil,Brazil-Mexico
2014.0,Brunei Darussalam,96.0,Japan,392.0,TOTAL,3910751887.0,144974498.0,10508832881.0,3598739678.0,Brunei Darussalam,Japan,Brunei Darussalam - Japan,2008-07-31,Brunei Darussalam; Japan,Goods & Services,Bilateral,Brunei Darussalam,Japan,Brunei Darussalam,Japan,2008.0,4055726385.0,14107572559.0,6.0,Brunei Darussalam-Japan,Brunei Darussalam,2014,17098342541.4365,Brunei Darussalam,Brunei Darussalam-Japan
2014.0,Bulgaria,100.0,Albania,8.0,TOTAL,80810890.0,25121092.0,29386540311.0,34740042449.0,Bulgaria,Albania,Albania - Bulgaria,2003-09-01,Albania; Bulgaria,Goods,Bilateral,Bulgaria,Albania,Bulgaria,Albania,2003.0,105931982.0,64126582760.0,11.0,Bulgaria-Albania,Bulgaria,2014,57082011260.3446,Bulgaria,Bulgaria-Albania
2014.0,Bulgaria,100.0,Bosnia Herzegovina,70.0,TOTAL,56056097.0,56662583.0,29386540311.0,34740042449.0,Bulgaria,Bosnia and Herzegovina,Bulgaria - Bosnia and Herzegovina,2004-12-01,Bosnia and Herzegovina; Bulgaria,Goods,Bilateral,Bulgaria,Bosnia and Herzegovina,Bulgaria,Bosnia and Herzegovina,2004.0,112718680.0,64126582760.0,10.0,Bulgaria-Bosnia and Herzegovina,Bulgaria,2014,57082011260.3446,Bulgaria,Bulgaria-Bosnia Herzegovina
2014.0,Bulgaria,100.0,Estonia,233.0,TOTAL,28209264.0,23853788.0,29386540311.0,34740042449.0,Bulgaria,Estonia,Bulgaria - Estonia,2002-01-01,Bulgaria; Estonia,Goods,Bilateral,Bulgaria,Estonia,Bulgaria,Estonia,2002.0,52063052.0,64126582760.0,12.0,Bulgaria-Estonia,Bulgaria,2014,57082011260.3446,Bulgaria,Bulgaria-Estonia
2014.0,Bulgaria,100.0,Israel,376.0,TOTAL,125271426.0,90982737.0,29386540311.0,34740042449.0,Bulgaria,Israel,Bulgaria - Israel,2002-01-01,Bulgaria; Israel,Goods,Bilateral,Bulgaria,Israel,Bulgaria,Israel,2002.0,216254163.0,64126582760.0,12.0,Bulgaria-Israel,Bulgaria,2014,57082011260.3446,Bulgaria,Bulgaria-Israel
2014.0,Bulgaria,100.0,Latvia,428.0,TOTAL,34169279.0,16402804.0,29386540311.0,34740042449.0,Bulgaria,Latvia,Bulgaria - Latvia,2003-04-01,Bulgaria; Latvia,Goods,Bilateral,Bulgaria,Latvia,Bulgaria,Latvia,2003.0,50572083.0,64126582760.0,11.0,Bulgaria-Latvia,Bulgaria,2014,57082011260.3446,Bulgaria,Bulgaria-Latvia
2014.0,Bulgaria,100.0,Lithuania,440.0,TOTAL,61868103.0,57685275.0,29386540311.0,34740042449.0,Bulgaria,Lithuania,Bulgaria - Lithuania,2002-03-01,Bulgaria; Lithuania,Goods,Bilateral,Bulgaria,Lithuania,Bulgaria,Lithuania,2002.0,119553378.0,64126582760.0,12.0,Bulgaria-Lithuania,Bulgaria,2014,57082011260.3446,Bulgaria,Bulgaria-Lithuania
2014.0,Bulgaria,100.0,North Macedonia,807.0,TOTAL,476815971.0,361573784.0,29386540311.0,34740042449.0,Bulgaria,North Macedonia,Bulgaria - North Macedonia,2000-01-01,Bulgaria; North Macedonia,Goods,Bilateral,Bulgaria,North Macedonia,Bulgaria,North Macedonia,2000.0,838389755.0,64126582760.0,14.0,Bulgaria-North Macedonia,Bulgaria,2014,57082011260.3446,Bulgaria,Bulgaria-North Macedonia
2014.0,Bulgaria,100.0,Rep. of Moldova,498.0,TOTAL,101749912.0,40391605.0,29386540311.0,34740042449.0,Bulgaria,Moldova,Moldova - Bulgaria,2004-12-01,"Bulgaria; Moldova, Republic of",Goods,Bilateral,Bulgaria,"Moldova, Republic of",Bulgaria,Moldova,2004.0,142141517.0,64126582760.0,10.0,Bulgaria-Moldova,Bulgaria,2014,57082011260.3446,Bulgaria,Bulgaria-Rep. of Moldova
2014.0,Canada,124.0,Colombia,170.0,TOTAL,846206745.0,806407649.0,475177000000.0,463089000000.0,Canada,Colombia,Canada - Colombia,2011-08-15,Canada; Colombia,Goods & Services,Bilateral,Canada,Colombia,Canada,Colombia,2011.0,1652614394.0,938266000000.0,3.0,Canada-Colombia,Canada,2014,1805749878439.94,Canada,Canada-Colombia
2014.0,Canada,124.0,Costa Rica,188.0,TOTAL,137508197.0,522663596.0,475177000000.0,463089000000.0,Canada,Costa Rica,Canada - Costa Rica,2002-11-01,Canada; Costa Rica,Goods,Bilateral,Canada,Costa Rica,Canada,Costa Rica,2002.0,660171793.0,938266000000.0,12.0,Canada-Costa Rica,Canada,2014,1805749878439.94,Canada,Canada-Costa Rica
2014.0,Canada,124.0,Honduras,340.0,TOTAL,40535190.0,221329187.0,475177000000.0,463089000000.0,Canada,Honduras,Canada - Honduras,2014-10-01,Canada; Honduras,Goods & Services,Bilateral,Canada,Honduras,Canada,Honduras,2014.0,261864377.0,938266000000.0,0.0,Canada-Honduras,Canada,2014,1805749878439.94,Canada,Canada-Honduras
2014.0,Canada,124.0,Jordan,400.0,TOTAL,71051151.0,56549621.0,475177000000.0,463089000000.0,Canada,Jordan,Canada - Jordan,2012-10-01,Canada; Jordan,Goods,Bilateral,Canada,Jordan,Canada,Jordan,2012.0,127600772.0,938266000000.0,2.0,Canada-Jordan,Canada,2014,1805749878439.94,Canada,Canada-Jordan
2014.0,Canada,124.0,Panama,591.0,TOTAL,85150962.0,10111782.0,475177000000.0,463089000000.0,Canada,Panama,Canada - Panama,2013-04-01,Canada; Panama,Goods & Services,Bilateral,Canada,Panama,Canada,Panama,2013.0,95262744.0,938266000000.0,1.0,Canada-Panama,Canada,2014,1805749878439.94,Canada,Canada-Panama
2014.0,Canada,124.0,Peru,604.0,TOTAL,719908567.0,2738254227.0,475177000000.0,463089000000.0,Canada,Peru,Canada - Peru,2009-08-01,Canada; Peru,Goods & Services,Bilateral,Canada,Peru,Canada,Peru,2009.0,3458162794.0,938266000000.0,5.0,Canada-Peru,Canada,2014,1805749878439.94,Canada,Canada-Peru
2014.0,Canada,124.0,Rep. of Korea,410.0,TOTAL,3776821039.0,6551468436.0,475177000000.0,463089000000.0,Canada,South Korea,"Canada - Korea, Republic of",2015-01-01,"Canada; Korea, Republic of",Goods & Services,Bilateral,Canada,"Korea, Republic of",Canada,South Korea,2015.0,10328289475.0,938266000000.0,-1.0,Canada-South Korea,Canada,2014,1805749878439.94,Canada,Canada-Rep. of Korea
2014.0,Canada,124.0,Ukraine,804.0,TOTAL,130907357.0,89665179.0,475177000000.0,463089000000.0,Canada,Ukraine,Canada - Ukraine,2017-08-01,Canada; Ukraine,Goods,Bilateral,Canada,Ukraine,Canada,Ukraine,2017.0,220572536.0,938266000000.0,-3.0,Canada-Ukraine,Canada,2014,1805749878439.94,Canada,Canada-Ukraine
2014.0,Chile,152.0,Australia,36.0,TOTAL,891128593.0,291376421.0,75343198548.0,72846757656.0,Chile,Australia,Australia - Chile,2009-03-06,Australia; Chile,Goods & Services,Bilateral,Chile,Australia,Chile,Australia,2009.0,1182505014.0,148189956204.0,5.0,Chile-Australia,Chile,2014,259405202008.001,Chile,Chile-Australia
2014.0,Chile,152.0,China,156.0,TOTAL,18192756002.0,14954524412.0,75343198548.0,72846757656.0,Chile,China,Chile - China,2006-10-01,Chile; China,Goods & Services,Bilateral,Chile,China,Chile,China,2006.0,33147280414.0,148189956204.0,8.0,Chile-China,Chile,2014,259405202008.001,Chile,Chile-China
2014.0,Chile,152.0,"China, Hong Kong SAR",344.0,TOTAL,226964483.0,81245840.0,75343198548.0,72846757656.0,Chile,Hong Kong,"Hong Kong, China - Chile",2014-10-09,"Chile; Hong Kong, China",Goods & Services,Bilateral,Chile,"Hong Kong, China",Chile,Hong Kong,2014.0,308210323.0,148189956204.0,0.0,Chile-Hong Kong,Chile,2014,259405202008.001,Chile,"Chile-China, Hong Kong SAR"
2014.0,Chile,152.0,Colombia,170.0,TOTAL,901474746.0,1134064818.0,75343198548.0,72846757656.0,Chile,Colombia,Chile - Colombia,2009-05-08,Chile; Colombia,Goods & Services,Bilateral,Chile,Colombia,Chile,Colombia,2009.0,2035539564.0,148189956204.0,5.0,Chile-Colombia,Chile,2014,259405202008.001,Chile,Chile-Colombia
2014.0,Chile,152.0,Costa Rica,188.0,TOTAL,259096522.0,38330358.0,75343198548.0,72846757656.0,Chile,Costa Rica,Chile - Costa Rica (Chile - Central America),2002-02-15,Chile; Costa Rica,Goods & Services,Bilateral,Chile,Costa Rica,Chile,Costa Rica,2002.0,297426880.0,148189956204.0,12.0,Chile-Costa Rica,Chile,2014,259405202008.001,Chile,Chile-Costa Rica
2014.0,Chile,152.0,El Salvador,222.0,TOTAL,52056467.0,15267244.0,75343198548.0,72846757656.0,Chile,El Salvador,Chile - El Salvador (Chile - Central America),2002-06-01,Chile; El Salvador,Goods & Services,Bilateral,Chile,El Salvador,Chile,El Salvador,2002.0,67323711.0,148189956204.0,12.0,Chile-El Salvador,Chile,2014,259405202008.001,Chile,Chile-El Salvador
2014.0,Chile,152.0,Guatemala,320.0,TOTAL,112681070.0,107280574.0,75343198548.0,72846757656.0,Chile,Guatemala,Chile - Guatemala (Chile - Central America),2010-03-23,Chile; Guatemala,Goods & Services,Bilateral,Chile,Guatemala,Chile,Guatemala,2010.0,219961644.0,148189956204.0,4.0,Chile-Guatemala,Chile,2014,259405202008.001,Chile,Chile-Guatemala
2014.0,Chile,152.0,Honduras,340.0,TOTAL,43438290.0,14500843.0,75343198548.0,72846757656.0,Chile,Honduras,Chile - Honduras (Chile - Central America),2008-07-19,Chile; Honduras,Goods & Services,Bilateral,Chile,Honduras,Chile,Honduras,2008.0,57939133.0,148189956204.0,6.0,Chile-Honduras,Chile,2014,259405202008.001,Chile,Chile-Honduras
2014.0,Chile,152.0,India,699.0,TOTAL,2566081622.0,662827129.0,75343198548.0,72846757656.0,Chile,India,Chile - India,2007-08-17,Chile; India,Goods,Bilateral,Chile,India,Chile,India,2007.0,3228908751.0,148189956204.0,7.0,Chile-India,Chile,2014,259405202008.001,Chile,Chile-India
2014.0,Chile,152.0,Indonesia,360.0,TOTAL,208100142.0,240313746.0,75343198548.0,72846757656.0,Chile,Indonesia,Chile - Indonesia,2019-08-10,Chile; Indonesia,Goods,Bilateral,Chile,Indonesia,Chile,Indonesia,2019.0,448413888.0,148189956204.0,-5.0,Chile-Indonesia,Chile,2014,259405202008.001,Chile,Chile-Indonesia
2014.0,Chile,152.0,Japan,392.0,TOTAL,7353188940.0,2279858305.0,75343198548.0,72846757656.0,Chile,Japan,Chile - Japan,2007-09-03,Chile; Japan,Goods & Services,Bilateral,Chile,Japan,Chile,Japan,2007.0,9633047245.0,148189956204.0,7.0,Chile-Japan,Chile,2014,259405202008.001,Chile,Chile-Japan
2014.0,Chile,152.0,Malaysia,458.0,TOTAL,172135723.0,261583045.0,75343198548.0,72846757656.0,Chile,Malaysia,Chile - Malaysia,2012-02-25,Chile; Malaysia,Goods,Bilateral,Chile,Malaysia,Chile,Malaysia,2012.0,433718768.0,148189956204.0,2.0,Chile-Malaysia,Chile,2014,259405202008.001,Chile,Chile-Malaysia
2014.0,Chile,152.0,Nicaragua,558.0,TOTAL,34885407.0,14269562.0,75343198548.0,72846757656.0,Chile,Nicaragua,Chile - Nicaragua (Chile - Central America),2012-10-19,Chile; Nicaragua,Goods & Services,Bilateral,Chile,Nicaragua,Chile,Nicaragua,2012.0,49154969.0,148189956204.0,2.0,Chile-Nicaragua,Chile,2014,259405202008.001,Chile,Chile-Nicaragua
2014.0,Chile,152.0,Panama,591.0,TOTAL,187132089.0,97791115.0,75343198548.0,72846757656.0,Chile,Panama,Panama - Chile,2008-03-07,Chile; Panama,Goods & Services,Bilateral,Chile,Panama,Chile,Panama,2008.0,284923204.0,148189956204.0,6.0,Chile-Panama,Chile,2014,259405202008.001,Chile,Chile-Panama
2014.0,Chile,152.0,Peru,604.0,TOTAL,1846683232.0,1547526032.0,75343198548.0,72846757656.0,Chile,Peru,Peru - Chile,2009-03-01,Chile; Peru,Goods & Services,Bilateral,Chile,Peru,Chile,Peru,2009.0,3394209264.0,148189956204.0,5.0,Chile-Peru,Chile,2014,259405202008.001,Chile,Chile-Peru
2014.0,Chile,152.0,Rep. of Korea,410.0,TOTAL,4642528686.0,2321646583.0,75343198548.0,72846757656.0,Chile,South Korea,"Korea, Republic of - Chile",2004-04-01,"Chile; Korea, Republic of",Goods & Services,Bilateral,Chile,"Korea, Republic of",Chile,South Korea,2004.0,6964175269.0,148189956204.0,10.0,Chile-South Korea,Chile,2014,259405202008.001,Chile,Chile-Rep. of Korea
2014.0,Chile,152.0,Thailand,764.0,TOTAL,286681068.0,792362545.0,75343198548.0,72846757656.0,Chile,Thailand,Chile - Thailand,2015-11-05,Chile; Thailand,Goods & Services,Bilateral,Chile,Thailand,Chile,Thailand,2015.0,1079043613.0,148189956204.0,-1.0,Chile-Thailand,Chile,2014,259405202008.001,Chile,Chile-Thailand
2014.0,Chile,152.0,Turkey,792.0,TOTAL,354017835.0,244674216.0,75343198548.0,72846757656.0,Chile,Türkiye,Türkiye - Chile,2011-03-01,Chile; Türkiye,Goods,Bilateral,Chile,Türkiye,Chile,Türkiye,2011.0,598692051.0,148189956204.0,3.0,Chile-Türkiye,Chile,2014,259405202008.001,Chile,Chile-Turkey
2014.0,Chile,152.0,USA,842.0,TOTAL,9261013493.0,14381341414.0,75343198548.0,72846757656.0,Chile,United States,United States - Chile,2004-01-01,Chile; United States of America,Goods & Services,Bilateral,Chile,United States of America,Chile,United States,2004.0,23642354907.0,148189956204.0,10.0,Chile-United States,Chile,2014,259405202008.001,Chile,Chile-USA
2014.0,Chile,152.0,Viet Nam,704.0,TOTAL,381857580.0,380575850.0,75343198548.0,72846757656.0,Chile,Vietnam,Chile - Viet Nam,2014-01-01,Chile; Viet Nam,Goods,Bilateral,Chile,Viet Nam,Chile,Vietnam,2014.0,762433430.0,148189956204.0,0.0,Chile-Vietnam,Chile,2014,259405202008.001,Chile,Chile-Viet Nam
2014.0,China,156.0,Australia,36.0,TOTAL,39145950360.0,97630887218.0,2342290000000.0,1959230000000.0,China,Australia,Australia - China,2015-12-20,Australia; China,Goods & Services,Bilateral,China,Australia,China,Australia,2015.0,136776837578.0,4301520000000.0,-1.0,China-Australia,China,2014,10475682920594.5,China,China-Australia
2014.0,China,156.0,Chile,152.0,TOTAL,13017501123.0,20985875553.0,2342290000000.0,1959230000000.0,China,Chile,Chile - China,2006-10-01,Chile; China,Goods & Services,Bilateral,China,Chile,China,Chile,2006.0,34003376676.0,4301520000000.0,8.0,China-Chile,China,2014,10475682920594.5,China,China-Chile
2014.0,China,156.0,"China, Hong Kong SAR",344.0,TOTAL,363077000000.0,12621374455.0,2342290000000.0,1959230000000.0,China,Hong Kong,"China - Hong Kong, China",2003-06-29,"China; Hong Kong, China",Goods & Services,Bilateral,China,"Hong Kong, China",China,Hong Kong,2003.0,375698374455.0,4301520000000.0,11.0,China-Hong Kong,China,2014,10475682920594.5,China,"China-China, Hong Kong SAR"
2014.0,China,156.0,"China, Macao SAR",446.0,TOTAL,3592857678.0,212407753.0,2342290000000.0,1959230000000.0,China,Macau,"China - Macao, China",2003-10-17,"China; Macao, China",Goods & Services,Bilateral,China,"Macao, China",China,Macau,2003.0,3805265431.0,4301520000000.0,11.0,China-Macau,China,2014,10475682920594.5,China,"China-China, Macao SAR"
2014.0,China,156.0,Costa Rica,188.0,TOTAL,1109538247.0,4186268799.0,2342290000000.0,1959230000000.0,China,Costa Rica,China - Costa Rica ,2011-08-01,China; Costa Rica,Goods & Services,Bilateral,China,Costa Rica,China,Costa Rica,2011.0,5295807046.0,4301520000000.0,3.0,China-Costa Rica,China,2014,10475682920594.5,China,China-Costa Rica
2014.0,China,156.0,Georgia,268.0,TOTAL,908676000.0,53110774.0,2342290000000.0,1959230000000.0,China,Georgia,China - Georgia ,2018-01-01,China; Georgia,Goods & Services,Bilateral,China,Georgia,China,Georgia,2018.0,961786774.0,4301520000000.0,-4.0,China-Georgia,China,2014,10475682920594.5,China,China-Georgia
2014.0,China,156.0,Iceland,352.0,TOTAL,143759371.0,59756565.0,2342290000000.0,1959230000000.0,China,Iceland,Iceland - China,2014-07-01,China; Iceland,Goods & Services,Bilateral,China,Iceland,China,Iceland,2014.0,203515936.0,4301520000000.0,0.0,China-Iceland,China,2014,10475682920594.5,China,China-Iceland
2014.0,China,156.0,New Zealand,554.0,TOTAL,4737938735.0,9505521761.0,2342290000000.0,1959230000000.0,China,New Zealand,China - New Zealand,2008-10-01,China; New Zealand,Goods & Services,Bilateral,China,New Zealand,China,New Zealand,2008.0,14243460496.0,4301520000000.0,6.0,China-New Zealand,China,2014,10475682920594.5,China,China-New Zealand
2014.0,China,156.0,Pakistan,586.0,TOTAL,13244481938.0,2753869881.0,2342290000000.0,1959230000000.0,China,Pakistan,Pakistan - China,2007-07-01,China; Pakistan,Goods & Services,Bilateral,China,Pakistan,China,Pakistan,2007.0,15998351819.0,4301520000000.0,7.0,China-Pakistan,China,2014,10475682920594.5,China,China-Pakistan
2014.0,China,156.0,Peru,604.0,TOTAL,6100847629.0,8140871705.0,2342290000000.0,1959230000000.0,China,Peru,Peru - China,2010-03-01,China; Peru,Goods & Services,Bilateral,China,Peru,China,Peru,2010.0,14241719334.0,4301520000000.0,4.0,China-Peru,China,2014,10475682920594.5,China,China-Peru
2014.0,China,156.0,Rep. of Korea,410.0,TOTAL,100333000000.0,190109000000.0,2342290000000.0,1959230000000.0,China,South Korea,"China - Korea, Republic of",2015-12-20,"China; Korea, Republic of",Goods & Services,Bilateral,China,"Korea, Republic of",China,South Korea,2015.0,290442000000.0,4301520000000.0,-1.0,China-South Korea,China,2014,10475682920594.5,China,China-Rep. of Korea
2014.0,China,156.0,Singapore,702.0,TOTAL,48911174763.0,30828733314.0,2342290000000.0,1959230000000.0,China,Singapore,China - Singapore,2009-01-01,China; Singapore,Goods & Services,Bilateral,China,Singapore,China,Singapore,2009.0,79739908077.0,4301520000000.0,5.0,China-Singapore,China,2014,10475682920594.5,China,China-Singapore
2014.0,China,156.0,Switzerland,757.0,TOTAL,3109862912.0,40541086244.0,2342290000000.0,1959230000000.0,China,Switzerland,Switzerland - China,2014-07-01,China; Switzerland,Goods & Services,Bilateral,China,Switzerland,China,Switzerland,2014.0,43650949156.0,4301520000000.0,0.0,China-Switzerland,China,2014,10475682920594.5,China,China-Switzerland
2014.0,"China, Hong Kong SAR",344.0,Chile,152.0,TOTAL,486818723.0,550320255.0,524065000000.0,600613000000.0,Hong Kong,Chile,"Hong Kong, China - Chile",2014-10-09,"Chile; Hong Kong, China",Goods & Services,Bilateral,"Hong Kong, China",Chile,Hong Kong,Chile,2014.0,1037138978.0,1124678000000.0,0.0,Hong Kong-Chile,"Hong Kong SAR, China",2014,291459356985.337,Hong Kong,"China, Hong Kong SAR-Chile"
2014.0,"China, Hong Kong SAR",344.0,China,156.0,TOTAL,300430000000.0,268261000000.0,524065000000.0,600613000000.0,Hong Kong,China,"China - Hong Kong, China",2003-06-29,"China; Hong Kong, China",Goods & Services,Bilateral,"Hong Kong, China",China,Hong Kong,China,2003.0,568691000000.0,1124678000000.0,11.0,Hong Kong-China,"Hong Kong SAR, China",2014,291459356985.337,Hong Kong,"China, Hong Kong SAR-China"
