Year,Reporter,Reporter Code,Partner,Partner Code,Commodity Code,Export,Import,World Exports,World Imports,Reporter_std,Partner_std,RTA_Name,Date of Entry into Force (G),Original signatories,Coverage,RTA Composition,Signatory1,Signatory2,Signatory1_std,Signatory2_std,Agreement Year,Total Partner Trade,Total World Trade,Agreement_Index,key,country,date,GDP,country_std,key_un
2005.0,Singapore,702.0,Turkey,792.0,TOTAL,221796478.0,107849409.0,230344000000.0,200724000000.0,Singapore,Türkiye,Türkiye - Singapore,2017-10-01,Singapore; Türkiye,Goods & Services,Bilateral,Singapore,Türkiye,Singapore,Türkiye,2017.0,329645887.0,431068000000.0,-12.0,Singapore-Türkiye,Singapore,2005,127807618360.971,Singapore,Singapore-Turkey
2005.0,Singapore,702.0,USA,842.0,TOTAL,23870564431.0,23490222441.0,230344000000.0,200724000000.0,Singapore,United States,United States - Singapore,2004-01-01,Singapore; United States of America,Goods & Services,Bilateral,Singapore,United States of America,Singapore,United States,2004.0,47360786872.0,431068000000.0,1.0,Singapore-United States,Singapore,2005,127807618360.971,Singapore,Singapore-USA
2005.0,Slovenia,705.0,Bosnia Herzegovina,70.0,TOTAL,636953537.0,260212721.0,17896024019.0,19626300213.0,Slovenia,Bosnia and Herzegovina,Slovenia - Bosnia and Herzegovina,2002-01-01,Bosnia and Herzegovina; Slovenia,Goods,Bilateral,Slovenia,Bosnia and Herzegovina,Slovenia,Bosnia and Herzegovina,2002.0,897166258.0,37522324232.0,3.0,Slovenia-Bosnia and Herzegovina,Slovenia,2005,36206395970.6504,Slovenia,Slovenia-Bosnia Herzegovina
2005.0,Slovenia,705.0,Turkey,792.0,TOTAL,187365719.0,217540925.0,17896024019.0,19626300213.0,Slovenia,Türkiye,Türkiye - Slovenia,2000-06-01,Slovenia; Türkiye,Goods,Bilateral,Slovenia,Türkiye,Slovenia,Türkiye,2000.0,404906644.0,37522324232.0,5.0,Slovenia-Türkiye,Slovenia,2005,36206395970.6504,Slovenia,Slovenia-Turkey
2005.0,Sri Lanka,144.0,India,699.0,TOTAL,558818834.0,1439297926.0,6159855307.0,8307067738.0,Sri Lanka,India,India - Sri Lanka,2000-03-01,Sri Lanka; India,Goods,Bilateral,Sri Lanka,India,Sri Lanka,India,2000.0,1998116760.0,14466923045.0,5.0,Sri Lanka-India,Sri Lanka,2005,24405791044.7761,Sri Lanka,Sri Lanka-India
2005.0,Sri Lanka,144.0,Pakistan,586.0,TOTAL,43022457.0,115558166.0,6159855307.0,8307067738.0,Sri Lanka,Pakistan,Pakistan - Sri Lanka,2005-06-12,Sri Lanka; Pakistan,Goods,Bilateral,Sri Lanka,Pakistan,Sri Lanka,Pakistan,2005.0,158580623.0,14466923045.0,0.0,Sri Lanka-Pakistan,Sri Lanka,2005,24405791044.7761,Sri Lanka,Sri Lanka-Pakistan
2005.0,Switzerland,757.0,China,156.0,TOTAL,2808222177.0,2763599804.0,149888000000.0,147127000000.0,Switzerland,China,Switzerland - China,2014-07-01,China; Switzerland,Goods & Services,Bilateral,Switzerland,China,Switzerland,China,2014.0,5571821981.0,297015000000.0,-9.0,Switzerland-China,Switzerland,2005,418284865884.998,Switzerland,Switzerland-China
2005.0,Switzerland,757.0,Japan,392.0,TOTAL,5287651385.0,2350035943.0,149888000000.0,147127000000.0,Switzerland,Japan,Japan - Switzerland ,2009-09-01,Japan; Switzerland,Goods & Services,Bilateral,Switzerland,Japan,Switzerland,Japan,2009.0,7637687328.0,297015000000.0,-4.0,Switzerland-Japan,Switzerland,2005,418284865884.998,Switzerland,Switzerland-Japan
2005.0,Syria,760.0,Turkey,792.0,TOTAL,290006329.0,336544073.0,6449881887.0,7897929801.0,Syria,Türkiye,Türkiye - Syria,2007-01-01,Syrian Arab Republic; Türkiye,Goods,Bilateral,Syrian Arab Republic,Türkiye,Syria,Türkiye,2007.0,626550402.0,14347811688.0,-2.0,Syria-Türkiye,Syrian Arab Republic,2005,134203830734.967,Syria,Syria-Turkey
2005.0,Thailand,764.0,Australia,36.0,TOTAL,3161225959.0,3244940435.0,110110000000.0,118164000000.0,Thailand,Australia,Thailand - Australia,2005-01-01,Australia; Thailand,Goods & Services,Bilateral,Thailand,Australia,Thailand,Australia,2005.0,6406166394.0,228274000000.0,0.0,Thailand-Australia,Thailand,2005,189318549680.384,Thailand,Thailand-Australia
2005.0,Thailand,764.0,Chile,152.0,TOTAL,122017276.0,159475725.0,110110000000.0,118164000000.0,Thailand,Chile,Chile - Thailand,2015-11-05,Chile; Thailand,Goods & Services,Bilateral,Thailand,Chile,Thailand,Chile,2015.0,281493001.0,228274000000.0,-10.0,Thailand-Chile,Thailand,2005,189318549680.384,Thailand,Thailand-Chile
2005.0,Thailand,764.0,India,699.0,TOTAL,1518927692.0,1271444395.0,110110000000.0,118164000000.0,Thailand,India,India - Thailand,2004-09-01,India; Thailand,Goods,Bilateral,Thailand,India,Thailand,India,2004.0,2790372087.0,228274000000.0,1.0,Thailand-India,Thailand,2005,189318549680.384,Thailand,Thailand-India
2005.0,Thailand,764.0,Japan,392.0,TOTAL,15029432280.0,26049683776.0,110110000000.0,118164000000.0,Thailand,Japan,Japan - Thailand,2007-11-01,Japan; Thailand,Goods & Services,Bilateral,Thailand,Japan,Thailand,Japan,2007.0,41079116056.0,228274000000.0,-2.0,Thailand-Japan,Thailand,2005,189318549680.384,Thailand,Thailand-Japan
2005.0,Thailand,764.0,New Zealand,554.0,TOTAL,518836912.0,253030299.0,110110000000.0,118164000000.0,Thailand,New Zealand,Thailand - New Zealand,2005-07-01,New Zealand; Thailand,Goods & Services,Bilateral,Thailand,New Zealand,Thailand,New Zealand,2005.0,771867211.0,228274000000.0,0.0,Thailand-New Zealand,Thailand,2005,189318549680.384,Thailand,Thailand-New Zealand
2005.0,Tunisia,788.0,Turkey,792.0,TOTAL,106698403.0,297546026.0,10493619813.0,13174322624.0,Tunisia,Türkiye,Türkiye - Tunisia,2005-07-01,Tunisia; Türkiye,Goods,Bilateral,Tunisia,Türkiye,Tunisia,Türkiye,2005.0,404244429.0,23667942437.0,0.0,Tunisia-Türkiye,Tunisia,2005,32273007553.5687,Tunisia,Tunisia-Turkey
2005.0,Turkey,792.0,Albania,8.0,TOTAL,191139640.0,16237028.0,73476408143.0,116771000000.0,Türkiye,Albania,Türkiye - Albania,2008-05-01,Albania; Türkiye,Goods,Bilateral,Türkiye,Albania,Türkiye,Albania,2008.0,207376668.0,190247408143.0,-3.0,Türkiye-Albania,Turkiye,2005,506308311476.63,Türkiye,Turkey-Albania
2005.0,Turkey,792.0,Bosnia Herzegovina,70.0,TOTAL,128217363.0,15399051.0,73476408143.0,116771000000.0,Türkiye,Bosnia and Herzegovina,Türkiye - Bosnia and Herzegovina,2003-07-01,Bosnia and Herzegovina; Türkiye,Goods,Bilateral,Türkiye,Bosnia and Herzegovina,Türkiye,Bosnia and Herzegovina,2003.0,143616414.0,190247408143.0,2.0,Türkiye-Bosnia and Herzegovina,Turkiye,2005,506308311476.63,Türkiye,Turkey-Bosnia Herzegovina
2005.0,Turkey,792.0,Chile,152.0,TOTAL,24959437.0,326176980.0,73476408143.0,116771000000.0,Türkiye,Chile,Türkiye - Chile,2011-03-01,Chile; Türkiye,Goods,Bilateral,Türkiye,Chile,Türkiye,Chile,2011.0,351136417.0,190247408143.0,-6.0,Türkiye-Chile,Turkiye,2005,506308311476.63,Türkiye,Turkey-Chile
2005.0,Turkey,792.0,Croatia,191.0,TOTAL,167991111.0,85569053.0,73476408143.0,116771000000.0,Türkiye,Croatia,Türkiye - Croatia,2003-07-01,Croatia; Türkiye,Goods,Bilateral,Türkiye,Croatia,Türkiye,Croatia,2003.0,253560164.0,190247408143.0,2.0,Türkiye-Croatia,Turkiye,2005,506308311476.63,Türkiye,Turkey-Croatia
2005.0,Turkey,792.0,Egypt,818.0,TOTAL,687299362.0,267245816.0,73476408143.0,116771000000.0,Türkiye,Egypt,Egypt - Türkiye,2007-03-01,Türkiye; Egypt,Goods,Bilateral,Türkiye,Egypt,Türkiye,Egypt,2007.0,954545178.0,190247408143.0,-2.0,Türkiye-Egypt,Turkiye,2005,506308311476.63,Türkiye,Turkey-Egypt
2005.0,Turkey,792.0,Faeroe Isds,234.0,TOTAL,412699.0,740.0,73476408143.0,116771000000.0,Türkiye,Faeroe Islands,Türkiye - Faeroe Islands,2017-10-01,Faeroe Islands; Türkiye,Goods,Bilateral,Türkiye,Faeroe Islands,Türkiye,Faeroe Islands,2017.0,413439.0,190247408143.0,-12.0,Türkiye-Faeroe Islands,Turkiye,2005,506308311476.63,Türkiye,Turkey-Faeroe Isds
2005.0,Turkey,792.0,Georgia,268.0,TOTAL,271828491.0,289834040.0,73476408143.0,116771000000.0,Türkiye,Georgia,Türkiye - Georgia,2008-11-01,Georgia; Türkiye,Goods,Bilateral,Türkiye,Georgia,Türkiye,Georgia,2008.0,561662531.0,190247408143.0,-3.0,Türkiye-Georgia,Turkiye,2005,506308311476.63,Türkiye,Turkey-Georgia
2005.0,Turkey,792.0,Jordan,400.0,TOTAL,288648272.0,28320903.0,73476408143.0,116771000000.0,Türkiye,Jordan,Türkiye - Jordan,2011-03-01,Jordan; Türkiye,Goods,Bilateral,Türkiye,Jordan,Türkiye,Jordan,2011.0,316969175.0,190247408143.0,-6.0,Türkiye-Jordan,Turkiye,2005,506308311476.63,Türkiye,Turkey-Jordan
2005.0,Turkey,792.0,Latvia,428.0,TOTAL,81389758.0,2622471.0,73476408143.0,116771000000.0,Türkiye,Latvia,Türkiye - Latvia,2000-07-01,Latvia; Türkiye,Goods,Bilateral,Türkiye,Latvia,Türkiye,Latvia,2000.0,84012229.0,190247408143.0,5.0,Türkiye-Latvia,Turkiye,2005,506308311476.63,Türkiye,Turkey-Latvia
2005.0,Turkey,792.0,Malaysia,458.0,TOTAL,57250321.0,785562044.0,73476408143.0,116771000000.0,Türkiye,Malaysia,Türkiye - Malaysia,2015-08-01,Malaysia; Türkiye,Goods,Bilateral,Türkiye,Malaysia,Türkiye,Malaysia,2015.0,842812365.0,190247408143.0,-10.0,Türkiye-Malaysia,Turkiye,2005,506308311476.63,Türkiye,Turkey-Malaysia
2005.0,Turkey,792.0,Mauritius,480.0,TOTAL,5996226.0,9669702.0,73476408143.0,116771000000.0,Türkiye,Mauritius,Türkiye - Mauritius,2013-06-01,Mauritius; Türkiye,Goods,Bilateral,Türkiye,Mauritius,Türkiye,Mauritius,2013.0,15665928.0,190247408143.0,-8.0,Türkiye-Mauritius,Turkiye,2005,506308311476.63,Türkiye,Turkey-Mauritius
2005.0,Turkey,792.0,Morocco,504.0,TOTAL,370824723.0,143231172.0,73476408143.0,116771000000.0,Türkiye,Morocco,Türkiye - Morocco,2006-01-01,Morocco; Türkiye,Goods,Bilateral,Türkiye,Morocco,Türkiye,Morocco,2006.0,514055895.0,190247408143.0,-1.0,Türkiye-Morocco,Turkiye,2005,506308311476.63,Türkiye,Turkey-Morocco
2005.0,Turkey,792.0,North Macedonia,807.0,TOTAL,162475590.0,52080296.0,73476408143.0,116771000000.0,Türkiye,North Macedonia,Türkiye - North Macedonia,2000-09-01,Türkiye; North Macedonia,Goods,Bilateral,Türkiye,North Macedonia,Türkiye,North Macedonia,2000.0,214555886.0,190247408143.0,5.0,Türkiye-North Macedonia,Turkiye,2005,506308311476.63,Türkiye,Turkey-North Macedonia
2005.0,Turkey,792.0,Poland,616.0,TOTAL,830482767.0,1244447098.0,73476408143.0,116771000000.0,Türkiye,Poland,Türkiye - Poland,2000-05-01,Poland; Türkiye,Goods,Bilateral,Türkiye,Poland,Türkiye,Poland,2000.0,2074929865.0,190247408143.0,5.0,Türkiye-Poland,Turkiye,2005,506308311476.63,Türkiye,Turkey-Poland
2005.0,Turkey,792.0,Rep. of Korea,410.0,TOTAL,99770845.0,3485388789.0,73476408143.0,116771000000.0,Türkiye,South Korea,"Korea, Republic of - Türkiye",2013-05-01,"Korea, Republic of; Türkiye",Goods & Services,Bilateral,Türkiye,"Korea, Republic of",Türkiye,South Korea,2013.0,3585159634.0,190247408143.0,-8.0,Türkiye-South Korea,Turkiye,2005,506308311476.63,Türkiye,Turkey-Rep. of Korea
2005.0,Turkey,792.0,Rep. of Moldova,498.0,TOTAL,81107942.0,31447220.0,73476408143.0,116771000000.0,Türkiye,Moldova,"Türkiye - Moldova, Republic of",2016-11-01,"Moldova, Republic of; Türkiye",Goods,Bilateral,Türkiye,"Moldova, Republic of",Türkiye,Moldova,2016.0,112555162.0,190247408143.0,-11.0,Türkiye-Moldova,Turkiye,2005,506308311476.63,Türkiye,Turkey-Rep. of Moldova
2005.0,Turkey,792.0,Singapore,702.0,TOTAL,78754595.0,216747387.0,73476408143.0,116771000000.0,Türkiye,Singapore,Türkiye - Singapore,2017-10-01,Singapore; Türkiye,Goods & Services,Bilateral,Türkiye,Singapore,Türkiye,Singapore,2017.0,295501982.0,190247408143.0,-12.0,Türkiye-Singapore,Turkiye,2005,506308311476.63,Türkiye,Turkey-Singapore
2005.0,Turkey,792.0,Slovenia,705.0,TOTAL,332409930.0,217866791.0,73476408143.0,116771000000.0,Türkiye,Slovenia,Türkiye - Slovenia,2000-06-01,Slovenia; Türkiye,Goods,Bilateral,Türkiye,Slovenia,Türkiye,Slovenia,2000.0,550276721.0,190247408143.0,5.0,Türkiye-Slovenia,Turkiye,2005,506308311476.63,Türkiye,Turkey-Slovenia
2005.0,Turkey,792.0,State of Palestine,275.0,TOTAL,9401156.0,303959.0,73476408143.0,116771000000.0,Türkiye,Palestine,Türkiye - Palestine,2005-06-01,Palestine; Türkiye,Goods,Bilateral,Türkiye,Palestine,Türkiye,Palestine,2005.0,9705115.0,190247408143.0,0.0,Türkiye-Palestine,Turkiye,2005,506308311476.63,Türkiye,Turkey-State of Palestine
2005.0,Turkey,792.0,Syria,760.0,TOTAL,551627266.0,142584952.0,73476408143.0,116771000000.0,Türkiye,Syria,Türkiye - Syria,2007-01-01,Syrian Arab Republic; Türkiye,Goods,Bilateral,Türkiye,Syrian Arab Republic,Türkiye,Syria,2007.0,694212218.0,190247408143.0,-2.0,Türkiye-Syria,Turkiye,2005,506308311476.63,Türkiye,Turkey-Syria
2005.0,Turkey,792.0,Tunisia,788.0,TOTAL,294785234.0,117372416.0,73476408143.0,116771000000.0,Türkiye,Tunisia,Türkiye - Tunisia,2005-07-01,Tunisia; Türkiye,Goods,Bilateral,Türkiye,Tunisia,Türkiye,Tunisia,2005.0,412157650.0,190247408143.0,0.0,Türkiye-Tunisia,Turkiye,2005,506308311476.63,Türkiye,Turkey-Tunisia
2005.0,USA,842.0,Australia,36.0,TOTAL,15588491651.0,7659316346.0,901041000000.0,1734850000000.0,United States,Australia,United States - Australia,2005-01-01,Australia; United States of America,Goods & Services,Bilateral,United States of America,Australia,United States,Australia,2005.0,23247807997.0,2635891000000.0,0.0,United States-Australia,United States,2005,13039199193000.0,United States,USA-Australia
2005.0,USA,842.0,Bahrain,48.0,TOTAL,350784510.0,454859935.0,901041000000.0,1734850000000.0,United States,Bahrain,United States - Bahrain,2006-08-01,"Bahrain, Kingdom of; United States of America",Goods & Services,Bilateral,United States of America,"Bahrain, Kingdom of",United States,Bahrain,2006.0,805644445.0,2635891000000.0,-1.0,United States-Bahrain,United States,2005,13039199193000.0,United States,USA-Bahrain
2005.0,USA,842.0,Chile,152.0,TOTAL,5133504541.0,7444221167.0,901041000000.0,1734850000000.0,United States,Chile,United States - Chile,2004-01-01,Chile; United States of America,Goods & Services,Bilateral,United States of America,Chile,United States,Chile,2004.0,12577725708.0,2635891000000.0,1.0,United States-Chile,United States,2005,13039199193000.0,United States,USA-Chile
2005.0,USA,842.0,Colombia,170.0,TOTAL,5462357164.0,9428654602.0,901041000000.0,1734850000000.0,United States,Colombia,United States - Colombia,2012-05-15,Colombia; United States of America,Goods & Services,Bilateral,United States of America,Colombia,United States,Colombia,2012.0,14891011766.0,2635891000000.0,-7.0,United States-Colombia,United States,2005,13039199193000.0,United States,USA-Colombia
2005.0,USA,842.0,Jordan,400.0,TOTAL,644195347.0,1319916997.0,901041000000.0,1734850000000.0,United States,Jordan,United States - Jordan ,2001-12-17,Jordan; United States of America,Goods & Services,Bilateral,United States of America,Jordan,United States,Jordan,2001.0,1964112344.0,2635891000000.0,4.0,United States-Jordan,United States,2005,13039199193000.0,United States,USA-Jordan
2005.0,USA,842.0,Morocco,504.0,TOTAL,480792527.0,477528052.0,901041000000.0,1734850000000.0,United States,Morocco,United States - Morocco,2006-01-01,Morocco; United States of America,Goods & Services,Bilateral,United States of America,Morocco,United States,Morocco,2006.0,958320579.0,2635891000000.0,-1.0,United States-Morocco,United States,2005,13039199193000.0,United States,USA-Morocco
2005.0,USA,842.0,Oman,512.0,TOTAL,570725120.0,595322619.0,901041000000.0,1734850000000.0,United States,Oman,United States - Oman,2009-01-01,Oman; United States of America,Goods & Services,Bilateral,United States of America,Oman,United States,Oman,2009.0,1166047739.0,2635891000000.0,-4.0,United States-Oman,United States,2005,13039199193000.0,United States,USA-Oman
2005.0,USA,842.0,Panama,591.0,TOTAL,2161666485.0,349471312.0,901041000000.0,1734850000000.0,United States,Panama,United States - Panama,2012-10-31,Panama; United States of America,Goods & Services,Bilateral,United States of America,Panama,United States,Panama,2012.0,2511137797.0,2635891000000.0,-7.0,United States-Panama,United States,2005,13039199193000.0,United States,USA-Panama
2005.0,USA,842.0,Peru,604.0,TOTAL,2309446378.0,5393502244.0,901041000000.0,1734850000000.0,United States,Peru,United States - Peru,2009-02-01,Peru; United States of America,Goods & Services,Bilateral,United States of America,Peru,United States,Peru,2009.0,7702948622.0,2635891000000.0,-4.0,United States-Peru,United States,2005,13039199193000.0,United States,USA-Peru
2005.0,USA,842.0,Rep. of Korea,410.0,TOTAL,27571602532.0,45524514518.0,901041000000.0,1734850000000.0,United States,South Korea,"Korea, Republic of - United States",2012-03-15,"Korea, Republic of; United States of America",Goods & Services,Bilateral,United States of America,"Korea, Republic of",United States,South Korea,2012.0,73096117050.0,2635891000000.0,-7.0,United States-South Korea,United States,2005,13039199193000.0,United States,USA-Rep. of Korea
2005.0,USA,842.0,Singapore,702.0,TOTAL,20466061400.0,15379366037.0,901041000000.0,1734850000000.0,United States,Singapore,United States - Singapore,2004-01-01,Singapore; United States of America,Goods & Services,Bilateral,United States of America,Singapore,United States,Singapore,2004.0,35845427437.0,2635891000000.0,1.0,United States-Singapore,United States,2005,13039199193000.0,United States,USA-Singapore
2005.0,Ukraine,804.0,Belarus,112.0,TOTAL,891103371.0,939816401.0,34227973958.0,36121997444.0,Ukraine,Belarus,Ukraine - Belarus,2006-11-11,Belarus; Ukraine,Goods,Bilateral,Ukraine,Belarus,Ukraine,Belarus,2006.0,1830919772.0,70349971402.0,-1.0,Ukraine-Belarus,Ukraine,2005,89239370109.4698,Ukraine,Ukraine-Belarus
2005.0,Ukraine,804.0,Canada,124.0,TOTAL,90119193.0,86994637.0,34227973958.0,36121997444.0,Ukraine,Canada,Canada - Ukraine,2017-08-01,Canada; Ukraine,Goods,Bilateral,Ukraine,Canada,Ukraine,Canada,2017.0,177113830.0,70349971402.0,-12.0,Ukraine-Canada,Ukraine,2005,89239370109.4698,Ukraine,Ukraine-Canada
2005.0,Ukraine,804.0,North Macedonia,807.0,TOTAL,35925192.0,2566073.0,34227973958.0,36121997444.0,Ukraine,North Macedonia,Ukraine - North Macedonia,2001-07-05,Ukraine; North Macedonia,Goods,Bilateral,Ukraine,North Macedonia,Ukraine,North Macedonia,2001.0,38491265.0,70349971402.0,4.0,Ukraine-North Macedonia,Ukraine,2005,89239370109.4698,Ukraine,Ukraine-North Macedonia
2005.0,Ukraine,804.0,Rep. of Moldova,498.0,TOTAL,678623398.0,84158062.0,34227973958.0,36121997444.0,Ukraine,Moldova,"Ukraine - Moldova, Republic of",2005-05-19,"Moldova, Republic of; Ukraine",Goods,Bilateral,Ukraine,"Moldova, Republic of",Ukraine,Moldova,2005.0,762781460.0,70349971402.0,0.0,Ukraine-Moldova,Ukraine,2005,89239370109.4698,Ukraine,Ukraine-Rep. of Moldova
2005.0,Ukraine,804.0,Tajikistan,762.0,TOTAL,46871066.0,5316293.0,34227973958.0,36121997444.0,Ukraine,Tajikistan,Ukraine - Tajikistan,2002-07-11,Tajikistan; Ukraine,Goods,Bilateral,Ukraine,Tajikistan,Ukraine,Tajikistan,2002.0,52187359.0,70349971402.0,3.0,Ukraine-Tajikistan,Ukraine,2005,89239370109.4698,Ukraine,Ukraine-Tajikistan
2005.0,United Arab Emirates,784.0,Morocco,504.0,TOTAL,88612212.0,26272646.0,115453000000.0,80814015853.0,United Arab Emirates,Morocco,Morocco - United Arab Emirates,2003-07-09,Morocco; United Arab Emirates,Goods,Bilateral,United Arab Emirates,Morocco,United Arab Emirates,Morocco,2003.0,114884858.0,196267015853.0,2.0,United Arab Emirates-Morocco,United Arab Emirates,2005,180617467964.602,United Arab Emirates,United Arab Emirates-Morocco
2005.0,Uruguay,858.0,Mexico,484.0,TOTAL,139397651.0,50870781.0,3421891841.0,3878882321.0,Uruguay,Mexico,Mexico - Uruguay,2004-07-15,Mexico; Uruguay,Goods & Services,Bilateral,Uruguay,Mexico,Uruguay,Mexico,2004.0,190268432.0,7300774162.0,1.0,Uruguay-Mexico,Uruguay,2005,17362857683.8545,Uruguay,Uruguay-Mexico
2005.0,Viet Nam,704.0,Chile,152.0,TOTAL,30882229.0,77548170.0,32447129167.0,36761116336.0,Vietnam,Chile,Chile - Viet Nam,2014-01-01,Chile; Viet Nam,Goods,Bilateral,Viet Nam,Chile,Vietnam,Chile,2014.0,108430399.0,69208245503.0,-9.0,Vietnam-Chile,Vietnam,2005,57633255618.2731,Vietnam,Viet Nam-Chile
2005.0,Viet Nam,704.0,Japan,392.0,TOTAL,4340271921.0,4074117148.0,32447129167.0,36761116336.0,Vietnam,Japan,Japan - Viet Nam ,2009-10-01,Japan; Viet Nam,Goods & Services,Bilateral,Viet Nam,Japan,Vietnam,Japan,2009.0,8414389069.0,69208245503.0,-4.0,Vietnam-Japan,Vietnam,2005,57633255618.2731,Vietnam,Viet Nam-Japan
2005.0,Viet Nam,704.0,Rep. of Korea,410.0,TOTAL,663619865.0,3594073209.0,32447129167.0,36761116336.0,Vietnam,South Korea,"Korea, Republic of - Viet Nam",2015-12-20,"Korea, Republic of; Viet Nam",Goods & Services,Bilateral,Viet Nam,"Korea, Republic of",Vietnam,South Korea,2015.0,4257693074.0,69208245503.0,-10.0,Vietnam-South Korea,Vietnam,2005,57633255618.2731,Vietnam,Viet Nam-Rep. of Korea
2006.0,Albania,8.0,Bosnia Herzegovina,70.0,TOTAL,4320312.0,8271967.0,792629671.0,3057408426.0,Albania,Bosnia and Herzegovina,Albania - Bosnia and Herzegovina,2004-12-01,Albania; Bosnia and Herzegovina,Goods,Bilateral,Albania,Bosnia and Herzegovina,Albania,Bosnia and Herzegovina,2004.0,12592279.0,3850038097.0,2.0,Albania-Bosnia and Herzegovina,Albania,2006,8896072918.9814,Albania,Albania-Bosnia Herzegovina
2006.0,Albania,8.0,Bulgaria,100.0,TOTAL,3314932.0,83301401.0,792629671.0,3057408426.0,Albania,Bulgaria,Albania - Bulgaria,2003-09-01,Albania; Bulgaria,Goods,Bilateral,Albania,Bulgaria,Albania,Bulgaria,2003.0,86616333.0,3850038097.0,3.0,Albania-Bulgaria,Albania,2006,8896072918.9814,Albania,Albania-Bulgaria
2006.0,Albania,8.0,Croatia,191.0,TOTAL,2235884.0,43609494.0,792629671.0,3057408426.0,Albania,Croatia,Croatia - Albania ,2003-06-01,Albania; Croatia,Goods,Bilateral,Albania,Croatia,Albania,Croatia,2003.0,45845378.0,3850038097.0,3.0,Albania-Croatia,Albania,2006,8896072918.9814,Albania,Albania-Croatia
2006.0,Albania,8.0,North Macedonia,807.0,TOTAL,12653021.0,48809382.0,792629671.0,3057408426.0,Albania,North Macedonia,Albania - North Macedonia,2002-07-01,Albania; North Macedonia,Goods,Bilateral,Albania,North Macedonia,Albania,North Macedonia,2002.0,61462403.0,3850038097.0,4.0,Albania-North Macedonia,Albania,2006,8896072918.9814,Albania,Albania-North Macedonia
2006.0,Albania,8.0,Rep. of Moldova,498.0,TOTAL,9797.0,5503580.0,792629671.0,3057408426.0,Albania,Moldova,Albania - Moldova,2004-11-01,"Albania; Moldova, Republic of",Goods,Bilateral,Albania,"Moldova, Republic of",Albania,Moldova,2004.0,5513377.0,3850038097.0,2.0,Albania-Moldova,Albania,2006,8896072918.9814,Albania,Albania-Rep. of Moldova
2006.0,Albania,8.0,Romania,642.0,TOTAL,655598.0,52712430.0,792629671.0,3057408426.0,Albania,Romania,Albania - Romania,2004-01-01,Albania; Romania,Goods,Bilateral,Albania,Romania,Albania,Romania,2004.0,53368028.0,3850038097.0,2.0,Albania-Romania,Albania,2006,8896072918.9814,Albania,Albania-Romania
2006.0,Albania,8.0,Turkey,792.0,TOTAL,10044534.0,232950206.0,792629671.0,3057408426.0,Albania,Türkiye,Türkiye - Albania,2008-05-01,Albania; Türkiye,Goods,Bilateral,Albania,Türkiye,Albania,Türkiye,2008.0,242994740.0,3850038097.0,-2.0,Albania-Türkiye,Albania,2006,8896072918.9814,Albania,Albania-Turkey
2006.0,Armenia,51.0,Kazakhstan,398.0,TOTAL,3918207.0,2026985.0,1003961105.0,2194358169.0,Armenia,Kazakhstan,Armenia - Kazakhstan,2001-12-25,Armenia; Kazakhstan,Goods,Bilateral,Armenia,Kazakhstan,Armenia,Kazakhstan,2001.0,5945192.0,3198319274.0,5.0,Armenia-Kazakhstan,Armenia,2006,6384451606.1421,Armenia,Armenia-Kazakhstan
2006.0,Australia,36.0,Chile,152.0,TOTAL,175887532.0,127115220.0,123324000000.0,139354000000.0,Australia,Chile,Australia - Chile,2009-03-06,Australia; Chile,Goods & Services,Bilateral,Australia,Chile,Australia,Chile,2009.0,303002752.0,262678000000.0,-3.0,Australia-Chile,Australia,2006,747906558849.955,Australia,Australia-Chile
2006.0,Australia,36.0,China,156.0,TOTAL,15356473026.0,20327744305.0,123324000000.0,139354000000.0,Australia,China,Australia - China,2015-12-20,Australia; China,Goods & Services,Bilateral,Australia,China,Australia,China,2015.0,35684217331.0,262678000000.0,-9.0,Australia-China,Australia,2006,747906558849.955,Australia,Australia-China
2006.0,Australia,36.0,Japan,392.0,TOTAL,24446819837.0,13711753987.0,123324000000.0,139354000000.0,Australia,Japan,Japan - Australia ,2015-01-15,Australia; Japan,Goods & Services,Bilateral,Australia,Japan,Australia,Japan,2015.0,38158573824.0,262678000000.0,-9.0,Australia-Japan,Australia,2006,747906558849.955,Australia,Australia-Japan
2006.0,Australia,36.0,Malaysia,458.0,TOTAL,2135958282.0,5258620967.0,123324000000.0,139354000000.0,Australia,Malaysia,Malaysia - Australia,2013-01-01,Australia; Malaysia,Goods & Services,Bilateral,Australia,Malaysia,Australia,Malaysia,2013.0,7394579249.0,262678000000.0,-7.0,Australia-Malaysia,Australia,2006,747906558849.955,Australia,Australia-Malaysia
2006.0,Australia,36.0,Rep. of Korea,410.0,TOTAL,9310297479.0,5451303500.0,123324000000.0,139354000000.0,Australia,South Korea,"Korea, Republic of - Australia",2014-12-12,"Australia; Korea, Republic of",Goods & Services,Bilateral,Australia,"Korea, Republic of",Australia,South Korea,2014.0,14761600979.0,262678000000.0,-8.0,Australia-South Korea,Australia,2006,747906558849.955,Australia,Australia-Rep. of Korea
2006.0,Australia,36.0,Singapore,702.0,TOTAL,3436779650.0,8433882120.0,123324000000.0,139354000000.0,Australia,Singapore,Singapore - Australia,2003-07-28,Australia; Singapore,Goods & Services,Bilateral,Australia,Singapore,Australia,Singapore,2003.0,11870661770.0,262678000000.0,3.0,Australia-Singapore,Australia,2006,747906558849.955,Australia,Australia-Singapore
